Section	Temperature Measurements	Expected Robots	Actual Robots	Goal Fulfilment Times
A	[19.24, 17.38, 16.46, 22.59, 29.76, 22.13, 19.34, 21.94, 12.53, 17.21]	1.0	1.0	104
B	[16.58, 19.34, 14.16, 14.13, 23.39, 27.08, 18.18, 16.49, 18.5, 10.62]	1.0	1.0	225
A	[19.98, 15.68, 25.6, 26.23, 13.93, 27.51, 13.3, 21.89, 11.98, 27.72]	2.0	1.0	248
C	[25.32, 17.74, 28.39, 23.49, 16.71, 13.6, 15.98, 21.1, 17.4, 15.87]	1.0	0.0	0
B	[29.3, 29.1, 29.15, 25.92, 26.06, 16.13, 26.98, 20.81, 26.89, 14.99]	2.0	2.0	225
D	[20.81, 28.2, 29.57, 21.75, 17.07, 24.29, 21.44, 12.15, 23.44, 26.54]	4.0	1.0	114
D	[25.82, 14.42, 17.91, 14.92, 18.33, 21.84, 14.97, 14.15, 14.98, 26.06]	3.0	2.0	240
B	[20.54, 20.25, 19.11, 13.93, 21.27, 29.32, 28.79, 13.95, 14.36, 16.61]	4.0	2.0	174
D	[13.22, 14.96, 18.09, 26.14, 16.65, 10.49, 24.02, 23.82, 17.05, 13.51]	1.0	0.0	0
A	[29.58, 21.8, 22.33, 18.03, 12.68, 15.05, 30.15, 26.2, 15.57, 18.91]	3.0	1.0	203
B	[18.29, 17.05, 22.48, 24.92, 17.1, 27.02, 27.2, 16.01, 28.07, 18.1]	3.0	1.0	129
B	[19.61, 19.63, 16.35, 10.61, 26.88, 15.87, 18.44, 22.9, 15.15, 29.47]	4.0	4.0	187
C	[20.55, 21.78, 13.78, 30.21, 17.56, 19.04, 20.22, 11.81, 10.48, 13.19]	2.0	0.0	0
A	[26.68, 15.04, 19.81, 22.63, 10.71, 23.93, 29.93, 16.18, 17.74, 10.95]	2.0	2.0	225
D	[16.87, 19.27, 30.11, 13.46, 17.53, 29.41, 22.66, 20.51, 19.54, 26.55]	4.0	3.0	237
C	[27.41, 24.77, 12.45, 23.41, 12.27, 25.3, 26.49, 12.04, 13.97, 19.93]	3.0	1.0	130
A	[18.19, 14.88, 24.46, 27.43, 18.77, 11.05, 11.12, 22.13, 14.59, 10.51]	1.0	0.0	0
D	[20.38, 24.41, 20.7, 10.27, 18.86, 21.87, 26.01, 24.49, 23.08, 26.76]	3.0	2.0	108
D	[21.12, 24.13, 17.56, 11.26, 28.67, 16.39, 24.93, 29.6, 11.44, 19.7]	2.0	2.0	162
A	[12.47, 21.54, 28.12, 24.1, 18.47, 16.64, 14.78, 26.52, 11.14, 23.7]	1.0	1.0	182
B	[27.73, 16.22, 28.41, 14.11, 19.94, 25.49, 16.33, 19.66, 10.27, 15.38]	4.0	0.0	0
C	[13.11, 29.34, 23.07, 22.44, 23.51, 24.85, 22.45, 18.27, 22.39, 27.06]	3.0	1.0	76
A	[13.29, 24.64, 29.27, 22.92, 16.31, 25.0, 13.79, 13.93, 14.83, 18.8]	1.0	1.0	122
C	[30.2, 27.94, 24.09, 27.78, 24.33, 14.79, 16.68, 29.45, 21.73, 23.89]	2.0	0.0	0
D	[27.89, 18.46, 15.76, 15.99, 14.23, 28.74, 19.49, 24.22, 15.37, 15.18]	1.0	0.0	0
C	[13.57, 23.15, 28.29, 22.61, 24.77, 18.47, 30.17, 16.41, 16.02, 22.98]	4.0	4.0	111
C	[27.36, 26.49, 29.05, 16.19, 21.77, 21.53, 12.89, 28.93, 11.67, 19.73]	1.0	0.0	0
D	[15.09, 25.62, 27.54, 24.03, 13.31, 28.82, 16.96, 29.68, 16.49, 29.33]	3.0	2.0	82
C	[19.17, 22.21, 29.19, 11.86, 18.51, 11.66, 16.77, 16.56, 19.04, 22.37]	4.0	2.0	187
A	[11.74, 14.9, 13.85, 10.6, 27.18, 16.74, 22.93, 11.97, 21.28, 14.16]	4.0	2.0	263
D	[28.93, 14.1, 15.8, 10.42, 15.6, 16.68, 14.84, 10.29, 26.59, 15.37]	1.0	1.0	129
D	[10.49, 13.67, 24.23, 29.99, 26.17, 29.7, 30.05, 20.15, 10.86, 19.51]	1.0	1.0	296
D	[22.52, 16.55, 25.79, 12.97, 19.65, 12.37, 25.59, 11.43, 21.5, 26.25]	2.0	0.0	0
D	[20.09, 17.87, 12.05, 24.27, 11.37, 28.9, 12.26, 30.01, 29.58, 19.95]	2.0	0.0	0
B	[21.67, 10.36, 21.83, 30.24, 28.84, 13.4, 22.59, 26.41, 11.75, 23.93]	4.0	2.0	161
A	[30.01, 26.76, 19.08, 14.56, 28.57, 28.42, 22.28, 25.22, 11.93, 27.75]	3.0	0.0	0
C	[27.83, 19.47, 27.52, 29.59, 23.73, 27.42, 21.56, 16.72, 11.38, 18.42]	3.0	3.0	209
D	[24.45, 10.84, 22.13, 23.54, 19.47, 26.32, 14.27, 27.39, 15.76, 23.37]	3.0	3.0	170
D	[22.49, 11.6, 11.46, 20.23, 14.5, 12.25, 15.2, 21.15, 13.6, 27.94]	4.0	1.0	82
B	[26.93, 20.09, 21.47, 23.66, 10.46, 27.9, 20.52, 24.81, 17.69, 27.42]	1.0	1.0	223
B	[15.27, 19.57, 15.58, 20.62, 10.93, 11.39, 15.44, 29.03, 27.38, 16.01]	1.0	0.0	0
B	[27.34, 16.13, 18.46, 18.64, 27.2, 14.52, 25.91, 29.07, 25.89, 19.29]	2.0	1.0	188
C	[29.75, 18.29, 21.72, 21.04, 16.48, 13.73, 25.47, 22.35, 28.82, 19.7]	4.0	2.0	141
C	[28.8, 12.81, 13.84, 22.99, 28.02, 18.17, 27.94, 21.15, 13.1, 25.98]	1.0	0.0	0
D	[25.87, 18.48, 22.23, 17.95, 23.68, 25.92, 12.2, 16.36, 17.19, 27.04]	1.0	0.0	0
D	[19.96, 15.08, 29.54, 28.28, 12.37, 23.48, 22.32, 23.81, 18.74, 14.88]	1.0	0.0	0
C	[14.76, 15.72, 28.97, 26.55, 10.37, 12.94, 11.42, 15.55, 14.69, 15.71]	1.0	1.0	281
A	[13.87, 12.45, 18.83, 28.94, 28.86, 23.23, 17.24, 21.97, 29.77, 18.26]	1.0	1.0	146
B	[20.23, 22.58, 15.83, 28.09, 22.5, 21.92, 27.61, 28.77, 27.45, 18.0]	2.0	2.0	177
A	[26.6, 18.33, 12.13, 30.11, 20.92, 18.97, 21.88, 29.18, 18.63, 28.34]	3.0	3.0	207
B	[26.99, 27.45, 28.67, 19.19, 14.48, 29.22, 25.01, 20.3, 29.29, 21.89]	1.0	1.0	77
D	[27.86, 16.93, 17.45, 12.28, 10.85, 15.35, 13.86, 28.13, 21.55, 16.26]	2.0	2.0	210
D	[17.56, 23.48, 21.39, 25.3, 21.4, 12.6, 28.11, 26.35, 11.0, 27.38]	2.0	2.0	74
C	[20.84, 28.38, 12.9, 17.55, 22.12, 22.71, 19.59, 11.79, 26.96, 11.71]	3.0	1.0	116
C	[22.58, 20.99, 16.14, 21.45, 17.92, 20.79, 19.16, 10.93, 25.65, 29.97]	1.0	0.0	0
D	[20.57, 15.74, 27.63, 10.71, 24.83, 30.09, 20.46, 17.23, 27.26, 24.43]	1.0	1.0	60
D	[26.92, 22.33, 14.05, 20.71, 28.26, 24.25, 24.93, 20.29, 18.33, 26.27]	3.0	2.0	187
D	[21.24, 27.73, 26.34, 22.64, 19.38, 21.44, 10.82, 11.14, 22.2, 27.79]	1.0	1.0	166
B	[29.71, 11.62, 14.15, 16.03, 24.4, 19.47, 28.3, 28.75, 28.98, 19.8]	1.0	0.0	0
D	[10.64, 18.05, 30.04, 24.09, 17.06, 10.97, 12.95, 10.23, 22.62, 17.04]	3.0	3.0	103
C	[28.58, 21.29, 21.84, 28.58, 18.66, 18.48, 23.64, 27.7, 21.35, 15.03]	4.0	3.0	209
A	[21.76, 16.86, 30.17, 11.43, 11.09, 18.83, 15.23, 26.14, 23.92, 15.1]	3.0	3.0	183
C	[18.21, 10.71, 18.47, 24.48, 12.7, 18.08, 14.65, 22.43, 25.51, 12.31]	2.0	0.0	0
A	[12.14, 23.48, 11.54, 27.28, 15.04, 15.33, 29.46, 19.91, 28.98, 29.47]	1.0	1.0	163
D	[21.1, 27.65, 24.09, 25.45, 28.69, 27.63, 24.88, 17.23, 20.54, 26.46]	3.0	1.0	262
B	[28.15, 20.6, 11.55, 27.04, 25.37, 20.06, 22.25, 21.26, 27.83, 28.24]	2.0	0.0	0
C	[27.13, 12.86, 11.38, 10.43, 20.75, 13.06, 29.96, 13.61, 19.38, 18.68]	3.0	3.0	145
D	[19.8, 13.3, 26.69, 18.19, 17.53, 29.76, 24.95, 23.72, 27.48, 15.17]	4.0	0.0	0
B	[12.42, 12.76, 11.55, 19.9, 22.68, 14.04, 12.01, 18.17, 12.65, 27.56]	1.0	1.0	223
B	[26.87, 14.27, 27.3, 14.91, 13.34, 27.39, 18.11, 17.1, 28.94, 26.1]	1.0	0.0	0
B	[27.69, 29.71, 17.69, 21.1, 17.27, 24.64, 26.37, 12.97, 20.08, 23.98]	3.0	2.0	179
B	[14.63, 30.28, 14.87, 23.41, 20.84, 10.28, 15.46, 17.86, 24.77, 24.63]	1.0	1.0	118
C	[19.67, 11.38, 25.85, 12.41, 23.63, 26.25, 17.17, 20.61, 29.03, 18.63]	1.0	0.0	0
C	[11.1, 24.08, 19.21, 28.07, 11.78, 21.94, 10.61, 25.47, 18.85, 11.1]	4.0	0.0	0
C	[22.79, 11.35, 29.56, 16.83, 19.1, 21.99, 25.04, 28.29, 23.24, 17.65]	1.0	0.0	0
D	[25.64, 17.62, 20.17, 12.75, 20.51, 30.1, 25.6, 22.13, 19.05, 29.51]	2.0	1.0	256
D	[15.44, 15.01, 22.4, 18.7, 22.92, 25.18, 13.02, 23.93, 15.86, 21.88]	1.0	0.0	0
B	[13.55, 14.29, 11.65, 14.61, 27.28, 14.24, 16.55, 26.72, 20.96, 16.11]	3.0	0.0	0
B	[12.36, 23.69, 25.6, 18.58, 26.34, 25.72, 26.42, 15.19, 20.17, 18.11]	3.0	3.0	164
B	[21.84, 19.99, 26.58, 17.44, 29.47, 21.47, 25.85, 20.31, 19.33, 22.87]	4.0	4.0	166
B	[17.93, 11.39, 22.7, 29.41, 19.44, 25.8, 27.13, 20.02, 23.0, 24.24]	1.0	1.0	194
A	[17.71, 18.09, 17.96, 15.95, 22.44, 27.01, 18.32, 11.66, 18.91, 29.22]	3.0	3.0	220
D	[23.64, 26.79, 15.16, 12.94, 11.12, 14.17, 13.16, 23.11, 19.4, 27.4]	2.0	1.0	122
A	[17.67, 23.84, 20.92, 16.47, 30.21, 18.89, 23.46, 23.02, 14.46, 24.75]	4.0	4.0	152
B	[19.4, 28.86, 14.25, 20.1, 20.42, 19.37, 18.24, 15.63, 15.61, 25.39]	3.0	0.0	0
C	[22.25, 16.66, 25.67, 19.85, 15.79, 12.68, 28.07, 29.92, 27.6, 29.72]	2.0	1.0	294
C	[27.01, 20.55, 22.08, 29.42, 13.5, 11.66, 25.32, 15.24, 11.39, 23.29]	4.0	3.0	180
C	[15.36, 23.67, 13.89, 18.06, 21.6, 28.9, 24.79, 13.91, 20.65, 18.45]	2.0	0.0	0
A	[16.67, 29.29, 13.03, 20.77, 19.83, 26.95, 29.64, 20.75, 18.13, 23.64]	1.0	0.0	0
B	[11.46, 16.16, 23.73, 14.29, 28.44, 21.54, 14.68, 18.29, 12.66, 24.28]	4.0	4.0	250
B	[11.64, 12.25, 17.49, 13.66, 24.25, 23.07, 12.12, 16.94, 25.75, 20.69]	4.0	2.0	130
D	[22.41, 14.77, 28.79, 28.69, 20.38, 19.99, 17.68, 26.21, 27.47, 28.74]	2.0	1.0	231
B	[29.66, 12.59, 12.3, 16.49, 28.28, 11.65, 16.47, 27.29, 24.3, 25.2]	4.0	1.0	182
A	[16.41, 15.41, 23.58, 28.63, 17.03, 12.18, 12.27, 10.96, 29.04, 15.38]	4.0	0.0	0
B	[18.82, 10.79, 27.79, 26.2, 14.02, 30.09, 28.42, 19.77, 30.16, 17.48]	4.0	1.0	296
A	[29.27, 11.16, 19.21, 27.85, 24.99, 15.31, 29.83, 24.14, 21.17, 20.34]	2.0	2.0	173
C	[11.25, 12.68, 19.34, 27.95, 19.16, 16.19, 23.61, 25.19, 15.76, 11.71]	3.0	1.0	139
B	[14.6, 17.13, 18.01, 28.56, 25.98, 11.5, 24.8, 26.07, 20.88, 10.2]	3.0	3.0	232
D	[24.95, 19.72, 10.4, 11.02, 14.97, 12.65, 27.72, 18.57, 26.54, 10.54]	3.0	3.0	156
C	[17.02, 24.41, 29.4, 18.68, 22.77, 10.77, 25.38, 10.31, 19.22, 26.67]	2.0	2.0	236
C	[20.83, 26.97, 26.42, 20.88, 26.47, 29.71, 10.32, 27.06, 29.86, 12.51]	3.0	0.0	0
B	[17.06, 26.97, 14.11, 15.38, 21.73, 27.17, 22.64, 12.61, 11.22, 20.33]	1.0	0.0	0
A	[12.56, 25.41, 26.83, 16.39, 23.94, 23.52, 30.16, 21.78, 19.93, 23.12]	3.0	0.0	0
B	[19.94, 22.46, 15.01, 10.54, 24.58, 28.42, 22.34, 11.27, 21.28, 27.11]	2.0	2.0	175
D	[12.7, 15.14, 20.33, 28.6, 24.43, 13.65, 24.77, 10.52, 29.7, 30.21]	2.0	2.0	160
D	[29.47, 12.51, 14.69, 24.77, 15.45, 15.21, 16.93, 19.72, 12.86, 17.67]	4.0	1.0	65
C	[17.58, 17.54, 22.34, 16.64, 15.8, 11.0, 17.63, 19.09, 27.58, 17.41]	4.0	1.0	139
D	[30.01, 30.08, 14.03, 11.52, 14.27, 23.85, 16.82, 18.66, 14.99, 23.58]	3.0	3.0	173
A	[19.49, 22.25, 15.42, 24.51, 11.13, 25.81, 21.82, 21.7, 28.56, 23.52]	3.0	2.0	181
B	[25.57, 12.79, 27.77, 23.45, 15.87, 16.98, 16.79, 16.09, 16.56, 24.53]	2.0	2.0	211
C	[18.81, 25.14, 22.89, 26.05, 15.29, 12.83, 26.07, 22.9, 27.96, 16.2]	3.0	0.0	0
A	[25.71, 10.5, 25.74, 22.41, 10.45, 16.57, 14.77, 16.28, 20.5, 16.79]	4.0	2.0	131
B	[19.98, 27.15, 18.08, 29.06, 20.5, 19.31, 10.75, 15.12, 10.66, 26.08]	1.0	1.0	272
A	[10.81, 22.55, 14.76, 11.61, 28.36, 20.4, 15.42, 16.52, 29.0, 17.82]	2.0	0.0	0
A	[23.05, 16.17, 28.33, 23.68, 26.49, 14.55, 11.67, 28.67, 23.69, 26.78]	3.0	2.0	238
B	[19.72, 25.73, 14.97, 18.56, 16.02, 15.1, 13.34, 18.26, 19.9, 27.93]	1.0	1.0	217
C	[27.14, 20.88, 18.93, 20.23, 11.56, 13.23, 23.75, 26.33, 21.11, 11.22]	3.0	1.0	250
A	[21.83, 14.23, 14.96, 19.34, 20.73, 27.47, 28.97, 18.7, 12.5, 23.75]	1.0	0.0	0
D	[14.52, 22.97, 27.37, 15.17, 19.08, 12.45, 12.58, 25.65, 16.22, 17.74]	4.0	2.0	171
A	[29.25, 12.36, 14.25, 29.01, 12.0, 25.83, 20.05, 18.21, 29.11, 29.6]	2.0	1.0	154
D	[21.8, 20.73, 27.63, 12.51, 19.55, 17.76, 27.52, 10.24, 16.99, 15.44]	3.0	0.0	0
C	[17.77, 20.94, 29.74, 19.03, 10.68, 15.73, 24.12, 20.42, 15.04, 24.09]	3.0	1.0	78
A	[27.37, 16.7, 21.56, 22.47, 19.34, 24.66, 25.12, 27.37, 30.1, 12.86]	1.0	0.0	0
B	[27.75, 22.16, 17.62, 25.34, 14.79, 17.91, 21.02, 24.25, 22.21, 18.7]	2.0	1.0	293
A	[16.21, 20.65, 11.57, 23.15, 29.86, 27.84, 16.91, 13.03, 14.31, 17.69]	1.0	0.0	0
D	[28.16, 18.11, 22.88, 20.21, 20.26, 29.51, 26.17, 18.01, 15.16, 12.87]	4.0	2.0	274
C	[17.03, 27.28, 14.46, 16.87, 27.04, 25.67, 26.54, 13.54, 10.25, 15.04]	4.0	2.0	112
A	[29.07, 12.77, 17.62, 25.03, 24.05, 29.92, 17.27, 26.55, 16.83, 18.28]	2.0	0.0	0
A	[12.72, 21.19, 17.56, 19.86, 10.9, 24.9, 27.77, 18.14, 28.06, 26.15]	2.0	2.0	168
C	[11.3, 28.84, 18.17, 12.27, 26.23, 25.65, 16.64, 10.25, 12.36, 29.34]	4.0	4.0	212
A	[10.85, 23.94, 19.55, 19.29, 16.03, 26.71, 26.93, 22.68, 23.57, 22.12]	1.0	0.0	0
D	[22.6, 22.68, 27.17, 12.38, 14.79, 17.43, 26.46, 26.22, 18.62, 14.85]	1.0	1.0	174
B	[25.04, 18.21, 22.29, 29.57, 27.12, 27.37, 11.42, 28.67, 29.31, 19.21]	2.0	2.0	120
D	[13.97, 29.76, 17.17, 19.66, 16.25, 11.52, 10.45, 23.44, 27.92, 21.98]	2.0	0.0	0
A	[10.49, 26.17, 12.25, 11.7, 20.32, 18.69, 24.04, 15.91, 16.58, 15.82]	2.0	0.0	0
B	[16.29, 23.64, 14.39, 12.38, 27.79, 29.32, 24.24, 11.88, 26.1, 23.34]	3.0	1.0	203
B	[11.3, 23.61, 22.07, 23.26, 17.38, 27.84, 18.54, 12.42, 23.98, 29.68]	4.0	0.0	0
A	[26.79, 25.85, 13.31, 17.5, 28.5, 26.69, 22.24, 23.08, 10.34, 19.24]	4.0	1.0	200
C	[22.75, 14.9, 28.09, 19.33, 10.59, 26.87, 14.76, 21.46, 16.06, 11.67]	4.0	4.0	187
A	[18.01, 13.3, 22.15, 27.68, 12.05, 18.91, 22.48, 12.29, 29.2, 22.19]	4.0	1.0	284
C	[16.89, 18.29, 19.03, 18.19, 14.38, 26.62, 27.24, 20.86, 18.22, 30.25]	1.0	1.0	132
A	[12.2, 11.87, 29.75, 20.1, 26.94, 22.4, 14.39, 27.03, 18.75, 18.38]	4.0	0.0	0
D	[17.45, 24.69, 25.4, 28.22, 26.62, 25.94, 10.36, 11.43, 19.99, 28.73]	3.0	0.0	0
B	[14.86, 22.08, 25.66, 12.15, 23.76, 18.5, 14.79, 24.1, 14.62, 30.17]	4.0	1.0	232
A	[28.05, 18.09, 28.06, 17.72, 16.27, 24.63, 20.51, 17.79, 14.74, 27.65]	3.0	2.0	176
B	[18.62, 14.79, 18.18, 12.41, 19.84, 11.93, 11.33, 11.78, 19.77, 26.2]	3.0	0.0	0
C	[13.98, 22.32, 26.67, 12.7, 13.2, 27.52, 21.71, 23.96, 22.51, 25.56]	1.0	1.0	246
C	[15.21, 24.21, 24.87, 12.25, 29.45, 15.74, 10.62, 27.65, 27.25, 24.57]	4.0	0.0	0
A	[25.24, 18.1, 16.53, 14.92, 28.32, 24.76, 22.26, 13.19, 29.37, 22.08]	1.0	1.0	96
C	[13.68, 23.24, 29.79, 25.4, 11.67, 13.37, 15.15, 19.73, 24.66, 20.28]	3.0	3.0	257
A	[22.15, 26.53, 11.19, 26.19, 23.8, 25.0, 10.64, 16.35, 26.68, 15.31]	1.0	0.0	0
A	[27.43, 28.84, 27.77, 15.88, 21.3, 24.68, 19.11, 29.74, 17.32, 26.84]	4.0	3.0	220
C	[27.46, 19.74, 26.79, 22.94, 15.0, 19.75, 10.51, 25.48, 21.3, 12.94]	3.0	3.0	187
C	[17.12, 21.88, 13.02, 29.16, 14.77, 29.3, 28.59, 30.15, 17.23, 27.09]	4.0	2.0	142
C	[11.53, 26.71, 19.05, 26.79, 14.92, 15.0, 17.98, 15.96, 28.6, 19.42]	3.0	1.0	103
D	[13.85, 22.83, 29.5, 13.91, 17.88, 27.87, 16.81, 26.06, 14.14, 23.14]	1.0	0.0	0
C	[13.07, 24.61, 15.21, 29.4, 25.81, 23.02, 28.0, 25.97, 16.22, 13.58]	1.0	1.0	230
C	[21.93, 17.84, 16.7, 21.67, 16.0, 18.14, 26.83, 24.67, 19.8, 23.33]	1.0	0.0	0
A	[28.63, 29.47, 15.12, 10.88, 15.13, 14.88, 19.24, 23.63, 30.08, 10.25]	2.0	1.0	266
B	[23.72, 18.33, 23.16, 23.89, 16.55, 28.63, 13.54, 17.17, 19.43, 22.79]	3.0	0.0	0
D	[29.41, 22.38, 20.76, 10.37, 12.44, 18.29, 26.97, 19.28, 15.19, 28.59]	1.0	0.0	0
A	[24.1, 22.06, 24.12, 15.97, 15.33, 13.46, 27.14, 19.14, 24.26, 27.26]	4.0	4.0	151
C	[13.46, 14.51, 23.36, 20.48, 18.72, 11.46, 12.98, 20.63, 23.23, 10.52]	2.0	1.0	225
C	[11.23, 14.62, 12.45, 15.94, 24.7, 10.86, 20.48, 27.03, 24.21, 20.96]	2.0	0.0	0
C	[19.23, 13.74, 18.53, 22.93, 17.81, 16.97, 20.97, 21.51, 24.61, 12.44]	3.0	2.0	90
C	[20.07, 19.83, 23.78, 29.95, 15.2, 17.49, 25.91, 12.16, 17.36, 13.32]	2.0	1.0	270
D	[16.93, 16.71, 29.41, 15.98, 18.95, 17.2, 30.23, 12.89, 27.57, 16.8]	3.0	2.0	235
A	[18.3, 16.0, 22.56, 23.96, 14.66, 14.01, 28.7, 26.39, 11.21, 27.26]	1.0	1.0	159
C	[19.32, 12.86, 13.34, 23.7, 18.88, 28.78, 16.63, 27.84, 24.54, 18.37]	2.0	1.0	77
C	[11.46, 20.81, 20.74, 12.84, 15.38, 17.68, 18.0, 16.08, 21.26, 21.07]	2.0	2.0	149
B	[28.14, 10.33, 23.49, 15.14, 25.21, 19.53, 20.31, 27.85, 18.3, 27.82]	3.0	2.0	113
C	[27.2, 16.37, 27.24, 12.06, 16.14, 16.26, 25.51, 22.22, 26.94, 29.19]	4.0	1.0	160
A	[20.2, 21.27, 28.7, 22.18, 16.58, 19.12, 19.58, 12.95, 21.84, 24.4]	1.0	1.0	289
D	[12.32, 29.75, 11.94, 19.72, 19.09, 25.14, 15.27, 12.5, 18.27, 28.07]	2.0	1.0	123
D	[29.96, 25.1, 25.75, 13.44, 16.22, 24.08, 29.49, 20.07, 28.41, 30.28]	4.0	0.0	0
B	[16.01, 22.05, 19.02, 26.33, 21.47, 18.23, 18.43, 25.42, 10.22, 19.22]	2.0	2.0	148
A	[12.82, 14.06, 25.96, 13.45, 28.85, 27.98, 19.76, 22.89, 10.74, 11.33]	2.0	0.0	0
C	[29.04, 10.72, 23.97, 12.17, 19.09, 10.91, 13.33, 12.5, 20.52, 25.28]	1.0	0.0	0
D	[15.5, 10.47, 26.41, 27.07, 29.88, 19.87, 15.54, 23.62, 12.2, 21.71]	2.0	1.0	264
C	[28.95, 22.32, 24.72, 13.06, 21.79, 14.49, 13.77, 11.06, 14.86, 17.43]	4.0	1.0	295
A	[29.55, 13.93, 13.25, 20.39, 10.41, 22.9, 21.26, 12.76, 16.2, 24.4]	4.0	3.0	85
B	[21.38, 17.39, 27.01, 21.21, 28.69, 29.22, 28.65, 11.33, 28.32, 14.82]	2.0	0.0	0
C	[14.86, 24.11, 21.9, 18.11, 26.46, 30.26, 16.53, 11.55, 10.61, 27.32]	4.0	0.0	0
C	[27.36, 10.81, 22.64, 13.12, 29.9, 15.72, 15.92, 28.87, 14.42, 27.04]	1.0	0.0	0
C	[18.55, 22.17, 19.89, 22.92, 27.63, 27.71, 27.21, 18.46, 27.72, 28.7]	4.0	3.0	145
C	[15.09, 25.7, 13.41, 18.83, 23.16, 29.47, 10.7, 11.34, 13.78, 29.45]	4.0	2.0	165
D	[19.04, 26.34, 22.34, 20.34, 11.59, 18.69, 14.2, 17.85, 26.63, 12.12]	3.0	0.0	0
C	[22.6, 14.73, 17.36, 19.43, 16.28, 23.33, 26.61, 14.11, 23.91, 11.13]	4.0	3.0	139
A	[23.13, 11.17, 21.81, 19.63, 19.95, 21.92, 23.65, 11.61, 12.17, 14.74]	3.0	2.0	145
B	[29.13, 14.54, 10.83, 18.54, 18.1, 12.49, 23.97, 21.85, 23.12, 27.56]	1.0	0.0	0
D	[20.44, 23.9, 26.44, 30.11, 25.61, 27.48, 11.64, 21.4, 27.14, 11.11]	2.0	2.0	190
A	[19.82, 12.59, 12.88, 28.56, 29.11, 20.46, 13.97, 18.41, 11.3, 22.26]	3.0	1.0	266
B	[17.1, 21.01, 17.33, 19.07, 11.48, 21.64, 25.89, 28.15, 11.62, 16.35]	4.0	2.0	119
B	[28.78, 21.29, 26.52, 22.34, 12.55, 25.1, 16.61, 20.83, 18.15, 16.36]	1.0	0.0	0
D	[15.87, 22.0, 26.02, 13.68, 19.78, 11.97, 15.11, 13.55, 23.03, 15.78]	3.0	2.0	253
A	[23.21, 29.71, 18.64, 27.43, 12.35, 18.32, 22.24, 15.74, 27.75, 11.25]	4.0	4.0	133
C	[14.39, 13.2, 16.51, 14.16, 23.43, 17.92, 12.86, 18.14, 19.77, 23.12]	4.0	2.0	182
A	[26.25, 15.37, 23.01, 20.4, 15.21, 16.66, 16.01, 27.12, 18.14, 26.97]	2.0	1.0	278
C	[12.59, 27.03, 27.73, 23.11, 18.05, 14.38, 24.6, 27.76, 18.02, 18.69]	4.0	3.0	199
A	[27.11, 11.41, 16.64, 29.09, 26.76, 24.82, 17.14, 22.2, 27.83, 22.17]	4.0	4.0	203
C	[21.57, 25.88, 20.69, 30.1, 22.41, 12.39, 21.58, 26.55, 19.84, 17.04]	3.0	0.0	0
C	[25.57, 20.93, 10.8, 16.0, 26.26, 18.61, 12.28, 27.62, 13.76, 22.23]	4.0	1.0	271
B	[22.83, 10.81, 23.75, 25.44, 26.46, 20.81, 25.94, 29.61, 16.78, 20.65]	2.0	2.0	122
A	[25.95, 19.95, 24.1, 28.59, 17.62, 12.61, 20.97, 17.0, 13.83, 22.39]	1.0	1.0	211
D	[24.99, 21.99, 21.19, 19.89, 15.75, 10.3, 29.31, 12.95, 13.1, 19.37]	4.0	2.0	196
D	[19.85, 29.96, 28.98, 28.68, 17.9, 17.54, 12.11, 24.22, 17.04, 11.63]	1.0	1.0	288
D	[22.19, 29.85, 17.29, 28.49, 19.6, 19.24, 27.24, 28.42, 11.17, 27.49]	4.0	3.0	174
A	[22.92, 17.26, 18.74, 17.4, 20.5, 24.36, 22.39, 23.73, 27.54, 18.03]	1.0	0.0	0
B	[27.53, 29.83, 27.32, 12.57, 17.5, 12.88, 13.99, 11.41, 26.25, 12.77]	4.0	4.0	201
D	[29.9, 20.66, 10.4, 17.34, 20.66, 12.69, 16.26, 13.65, 12.65, 13.52]	1.0	0.0	0
D	[20.91, 19.87, 22.88, 15.52, 12.15, 22.26, 30.27, 23.7, 10.34, 15.17]	4.0	4.0	187
B	[27.17, 14.92, 21.13, 16.02, 27.8, 21.44, 22.63, 20.2, 11.05, 11.49]	3.0	2.0	145
C	[20.76, 18.52, 15.82, 25.7, 29.65, 19.5, 19.85, 15.32, 10.31, 22.91]	3.0	0.0	0
D	[17.48, 22.77, 21.04, 25.91, 14.91, 27.84, 23.69, 24.09, 20.28, 23.12]	4.0	2.0	284
D	[15.23, 27.81, 10.33, 19.74, 15.12, 16.48, 21.68, 29.57, 22.71, 12.95]	4.0	3.0	154
D	[22.86, 15.11, 15.35, 11.48, 20.52, 26.54, 19.28, 28.65, 17.98, 16.66]	3.0	3.0	231
A	[30.26, 29.39, 30.14, 15.93, 17.84, 28.92, 13.37, 22.89, 25.22, 15.87]	2.0	2.0	212
A	[11.23, 12.53, 16.84, 18.1, 28.94, 11.86, 28.75, 16.59, 14.78, 20.83]	2.0	1.0	68
A	[18.71, 16.02, 17.01, 28.68, 17.91, 24.83, 28.79, 30.28, 12.2, 12.38]	2.0	0.0	0
D	[24.94, 28.76, 12.95, 28.78, 16.98, 16.69, 13.94, 20.89, 27.82, 12.3]	2.0	1.0	102
C	[28.41, 15.37, 19.94, 16.59, 18.77, 11.83, 25.07, 25.08, 20.59, 10.23]	4.0	0.0	0
